"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","pH_phunits","Ammonia un-ionised as N_mg/l","Nitrite as N_mg/l","Oxygen, Dissolved as O2_mg/l","Nitrate as N_mg/l","Temperature of Water_cel","Ammoniacal Nitrogen as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Orthophosphate, reactive as P_mg/l","BOD : 5 Day ATU_mg/l","Oxygen, Dissolved, % Saturation_%","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"11",438,"THAMES - NORTH EAST","STORT","RIVER: Natural/semi-natural flowing fresh watercourse","STORT",34164,1,"TL",49030,17620,"TL4903017620","GB106038033281",52,1.3,27.4,2,20,116.67,0,18,5,77,260,NA,NA,NA,"1995-01-01","1975-01-06","2019-11-08",40,FALSE,1,4455,"STORT","TL4903017620",508709,1,"",2005-11-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",506352,"2006-01-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,118,5.36,22,107.4,4.88,NA,NA,NA,NA,NA,NA,NA,14,64,4.57,NA,NA,NA,3.77,6.43,58.63,20,134,6.7,NA,NA,NA,NA,2,0,14,31,45.16,22,109.3,4.97,"No",2005,11,"BB6A07D1-5FA9-424B-9BB2-BE45FD213D6C","TH-PLER0152",7.99,0.0018,0.0522,8.63,12.2,16.715,0.0675,12.25,2.33,1.195,89,3.85,NA,4.65,"BB6A07D1-5FA9-424B-9BB2-BE45FD213D6C",7,51,0,7,20,1,24,0,90,44,22,245,9,44
"12",441,"THAMES - NORTH EAST","MIMRAM","RIVER: Natural/semi-natural flowing fresh watercourse","MIMRAM",34171,1,"TL",20754,18006,"TL2075418006","GB106038033270",74,3.1,7.31,1,4.5,14,19,66,8,7,254,NA,NA,NA,"1995-01-01","1975-01-09","2020-10-06",89,FALSE,1,4504,"MIMRAM","TL2075418006",507672,1,"",2005-10-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",505696,"2005-12-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",31,172,5.55,35,194.4,5.55,30,41,1.37,5,7,7,9.57,26,132,5.08,19.03,24.28,78.38,11.07,14.26,77.63,32,235,7.34,33,244,7.39,36,71,50.7,40,67,59.7,35,192,5.49,"No",2005,10,"CBA0A40E-F999-4046-BCBD-33C83E7552DE","TH-PLER0089",8.09666666666667,0.00101666666666667,0.0455666666666667,10.01,5.38333333333333,16.7966666666667,0.0366666666666667,5.43,0.269333333333333,1.69333333333333,103.2,32.6666666666667,NA,28.7,"CBA0A40E-F999-4046-BCBD-33C83E7552DE",45,404,6,557,115,0,86,0,100,93,46,1406,13,201
"13",448,"THAMES - NORTH EAST","STORT","RIVER: Natural/semi-natural flowing fresh watercourse","GT HALLINGBURY BROOK",34190,1,"TL",49800,19100,"TL4980019100","GB106038033330",55,2.9,6.4,1,3.3,27.67,3,46,23,28,261,NA,NA,NA,"1995-01-01","1981-07-20","2020-10-20",31,FALSE,1,4633,"GT HALLINGBURY BROOK","TL4980019100",508707,1,"",2005-11-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",507824,"2006-01-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,85,4.72,18,91.4,5.08,NA,NA,NA,NA,NA,NA,NA,13,57,4.38,1.63,1.63,100,6.75,8.69,77.68,16,116,7.25,NA,NA,NA,NA,3,0,18,33,54.55,18,87.5,4.86,"No",2005,11,"ED5A4422-733B-44FB-865C-8E254B487A79","TH-PLER0039",7.975,0.00101,0.01675,8.655,25.45,16.865,0.038,25.45,5.215,1.24,89.5,NA,NA,NA,"ED5A4422-733B-44FB-865C-8E254B487A79",50,84,8,101,205,2,15,0,61,4,18,530,5,220
"14",454,"THAMES - NORTH EAST","RIB","RIVER: Natural/semi-natural flowing fresh watercourse","RIB",34213,1,"TL",33154,13930,"TL3315413930","GB106038033360",36,1.3,34.31,2,7.7,31.67,10,53,17,20,276,NA,NA,NA,"1995-01-01","1986-10-08","2021-03-03",60,FALSE,1,4756,"RIB","TL3315413930",505387,1,"",2005-09-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",501068,"2005-09-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,140,5.6,30,167.5,5.58,NA,NA,NA,NA,NA,NA,NA,22,104,4.73,2.63,3.49,75.36,6.76,13.59,49.74,24,168,7,NA,NA,NA,NA,3,0,23,55,41.82,30,165,5.5,"No",2005,9,"4480E909-1C89-45BF-819E-2C8E9C93AC81","TH-PLER0123",7.8,0.00065,0.0147,7.84,5.17,15.04,0.039,5.18,0.435,1,78,15.3,NA,NA,"4480E909-1C89-45BF-819E-2C8E9C93AC81",90,45,0,30,15,15,311,8,35,114,31,668,9,334
"15",471,"THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MIMMSHALL BROOK",34259,1,"TL",23041,3923,"TL2304103923","GB106039029850",77,1.1,8.94,1,3.9,18.33,6,71,14,9,157,NA,NA,NA,"1995-01-01","1984-05-08","2015-03-16",36,FALSE,1,4979,"MIMMSHALL BROOK","TL2304103923",508399,1,"",2005-11-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",507827,"2005-12-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,112,4.67,24,106.4,4.43,NA,NA,NA,NA,NA,NA,NA,14,60,4.29,0.63,0.63,100,5.02,9.41,53.35,22,138,6.27,NA,NA,NA,NA,3,0,18,50,36,24,110.1,4.59,"No",2005,11,"C6F84DA4-1258-467D-B603-80DF0574B0A2","TH-PCNR0068",7.83,0.000806666666666667,0.0341,10.6333333333333,3.12333333333333,16.23,0.047,3.16,0.273,2.19666666666667,109.033333333333,17.8,NA,NA,"C6F84DA4-1258-467D-B603-80DF0574B0A2",160,245,52,4,129,0,147,0,7,218,24,962,7,276
"16",483,"THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MISBOURNE",34294,1,"TQ",1300,88350,"TQ0130088350","GB106039029830",49,4.5,21.63,2,3.9,20.67,5,76,10,9,275,NA,NA,NA,"1995-01-01","1982-10-27","2020-10-13",83,FALSE,1,5175,"MISBOURNE","TQ0130088350",508610,1,"",2005-11-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",505814,"2006-01-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,128,6.1,25,151.3,6.05,20,39,1.95,5,5,5,9.75,19,111,5.84,9.39,12.44,75.48,7.53,10.48,71.85,22,167,7.59,22,165,7.5,24,42,57.14,24,44,54.55,25,153.4,6.14,"No",2005,11,"F471B1BA-3764-4ECD-81C9-D292599F8CF3","TH-PCNR0070",8.01333333333333,9e-04,0.0364,10.2866666666667,3.63333333333333,17.1366666666667,0.03,3.66666666666667,0.024,1.42333333333333,106.866666666667,NA,NA,NA,"F471B1BA-3764-4ECD-81C9-D292599F8CF3",33,401,1,18,57,0,81,0,11,0,28,602,14,138
"17",493,"THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CHESS",34309,1,"TQ",500,98600,"TQ0050098600","GB106039029870",79,4.4,7.2,2,8.2,29.33,8,57,23,12,247,NA,NA,NA,"1995-01-01","1982-09-06","2005-11-23",35,FALSE,1,5446,"CHESS","TQ0050098600",508943,1,"",2005-11-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",506519,"2006-01-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",32,171,5.34,33,161.6,4.9,32,42,1.31,5,7,7,9.19,25,118,4.72,11.51,20.79,55.36,7.52,13.41,56.08,31,206,6.65,35,234,6.69,23,75,30.67,26,68,38.24,33,164.5,4.98,"No",2005,11,"35BE6B3F-9919-4571-8528-CE18CB633C71","TH-PCNR0019",8.24333333333333,0.00108,0.0367666666666667,11.3666666666667,2.86333333333333,17.0466666666667,0.0356666666666667,2.9,0.223333333333333,2.89333333333333,118.133333333333,NA,NA,NA,"35BE6B3F-9919-4571-8528-CE18CB633C71",212,835,7,92,79,13,208,0,56,121,43,1631,10,287
"18",495,"THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CHESS",34311,1,"TQ",6625,94665,"TQ0662594665","GB106039029870",49,2.5,16.9,2,7.8,27.33,8,63,20,9,250,NA,NA,NA,"1995-01-01","1982-08-24","2005-11-23",35,FALSE,1,5509,"CHESS","TQ0662594665",508946,1,"",2005-11-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",507716,"2006-01-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,166,6.15,33,188.2,5.7,30,47,1.57,5,7,7,10.97,24,122,5.08,12.64,21.45,58.93,6.79,11.41,59.51,28,197,7.04,33,241,7.3,25,63,39.68,26,55,47.27,33,186.7,5.66,"No",2005,11,"32E43D4C-8F68-45F0-B916-0D57A2F24AEC","TH-PCNR0013",8.44333333333333,0.00089,0.0132,9.92,5.44,16.6466666666667,0.03,5.45,1.11333333333333,1.45333333333333,102.233333333333,9.83333333333333,NA,NA,"32E43D4C-8F68-45F0-B916-0D57A2F24AEC",10,25,1,300,85,6,185,0,35,88,40,736,14,270
"19",496,"THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","GADE",34312,1,"TL",4128,10065,"TL0412810065","GB106039029900",97,6,5.51,1,4,23.33,8,54,20,18,257,NA,NA,NA,"1995-01-01","1983-01-06","2020-10-06",75,FALSE,1,5520,"GADE","TL0412810065",506491,1,"",2005-09-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",504662,"2005-09-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",29,145,5,32,153.3,4.79,31,44,1.42,7,5,7,9.94,25,111,4.44,12.38,20.57,60.18,7.29,12.91,56.47,29,191,6.59,33,226,6.85,30,78,38.46,27,65,41.54,32,158.3,4.95,"No",2005,9,"9E7A03F5-BC32-4D35-A173-C7AC05E6A275","TH-PCNR0059",8.025,0.00188,0.0576,14.95,3.81,17.02,0.069,3.87,0.02,3.97,154.1,7.15,NA,NA,"9E7A03F5-BC32-4D35-A173-C7AC05E6A275",54,650,0,47,378,0,408,0,86,288,43,2000,10,786
"20",504,"THAMES - NORTH EAST","STORT","RIVER: Natural/semi-natural flowing fresh watercourse","PINCEY BROOK",34329,1,"TL",48900,12500,"TL4890012500","GB106038033380",47,2,17.8,1,4.2,14.67,19,35,40,6,254,NA,NA,NA,"1995-01-01","1981-08-03","2013-09-09",29,FALSE,1,5662,"PINCEY BROOK","TL4890012500",508102,1,"",2005-11-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",507024,"2006-01-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,94,4.95,21,101.1,4.81,NA,NA,NA,NA,NA,NA,NA,15,71,4.73,1.63,2,81.5,4.77,7.43,64.2,18,126,7,NA,NA,NA,NA,4,0,19,38,50,21,104.3,4.97,"No",2005,11,"A15E69D1-18A0-4D7C-8E23-D93850AC3934","TH-PLER0107",7.955,0.00093,0.0211,8.905,5.24,13.2,0.0455,5.26,1.12,1.1,85,10.25,NA,NA,"A15E69D1-18A0-4D7C-8E23-D93850AC3934",144,213,0,6,43,0,6,0,23,154,22,589,7,49
"21",511,"THAMES - NORTH EAST","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","LEE (THAMES)",34339,1,"TL",12800,17200,"TL1280017200","GB106038033392",90,1.7,12.74,2,7.3,23.33,9,72,9,10,220,NA,NA,NA,"1995-01-01","1979-12-03","2008-11-13",41,FALSE,1,5741,"LEE (THAMES)","TL1280017200",507728,1,"",2005-10-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",505204,"2005-12-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,106,5.05,22,103.9,4.72,NA,NA,NA,NA,NA,NA,NA,13,65,5,0.5,0.5,100,6.01,10.15,59.21,20,132,6.6,NA,NA,NA,NA,3,0,17,42,40.48,22,104.3,4.74,"No",2005,10,"6F9F0E95-A73D-4DFC-9524-3B6F728CB2B4","TH-PLER0061",7.89,0.00155,0.0228666666666667,7.80666666666667,21.9666666666667,19.1633333333333,0.055,21.9666666666667,0.513666666666667,1.14333333333333,84.7666666666667,5.43333333333333,NA,3.2,"6F9F0E95-A73D-4DFC-9524-3B6F728CB2B4",50,31,2,20,80,2,60,0,51,17,23,313,6,140
"22",512,"THAMES - NORTH EAST","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","LEE (THAMES)",34340,1,"TL",29835,9755,"TL2983509755","GB106038033392",46,1.1,37.65,3,8.5,31,13,73,11,4,232,NA,NA,NA,"1995-01-01","1975-04-21","2020-10-06",60,FALSE,1,5754,"LEE (THAMES)","TL2983509755",505409,1,"",2005-09-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",501019,"2005-09-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,143,5.3,29,152.1,5.24,NA,NA,NA,NA,NA,NA,NA,21,107,5.1,0.5,0.5,100,5.77,9.43,61.19,26,180,6.92,NA,NA,NA,NA,3,0,20,43,46.51,29,149.5,5.16,"No",2005,9,"E5030B6D-F176-4C6D-9DA9-5D2E1B5E88A0","TH-PLER0076",8.00833333333333,0.00108,0.0238333333333333,9.506,13.4666666666667,19.178,0.03,14.5166666666667,0.415333333333333,1.94333333333333,102.35,16.0333333333333,0.508666666666667,61.7333333333333,"E5030B6D-F176-4C6D-9DA9-5D2E1B5E88A0",62,12,0,28,41,6,52,0,27,24,31,256,10,93
"23",525,"THAMES - NORTH EAST","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",34359,1,"TL",42420,16910,"TL4242016910","GB106038033290",48,2.1,18.73,1,5,12.33,12,73,8,6,274,NA,NA,NA,"1995-01-01","1979-09-10","2020-11-18",78,FALSE,1,6036,"ASH (LEE)","TL4242016910",506974,1,"",2005-09-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",506399,"2006-01-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,144,5.14,29,147.9,5.1,1,1,1,1,5,5,5,21,95,4.52,2.63,3.59,73.26,8.99,14.83,60.62,28,185,6.61,1,5,5,NA,5,0,26,60,43.33,29,143.8,4.96,"No",2005,9,"28D8226A-41AF-4878-8775-63B0DB8BBD87","TH-PLER0004",7.79,0.00194,0.061,8.04,5.16,17.33,0.1,5.22,0.041,1,84,3.4,NA,NA,"28D8226A-41AF-4878-8775-63B0DB8BBD87",72,44,3,150,36,0,12,20,72,109,32,530,8,68
"24",528,"THAMES - NORTH EAST","BEANE","RIVER: Natural/semi-natural flowing fresh watercourse","STEVENAGE BROOK",34362,1,"TL",28700,20400,"TL2870020400","GB106038033410",60,2.9,7.17,1,2.5,9.33,6,77,11,6,204,NA,NA,NA,"1995-01-01","1979-08-29","2020-10-06",75,FALSE,1,6143,"STEVENAGE BROOK","TL2870020400",506243,1,"",2005-09-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",501822,"2005-09-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,88,4.63,21,95.9,4.57,17,35,2.06,7,3,7,14.41,16,73,4.56,6.63,10.06,65.9,5.01,8.41,59.57,17,118,6.94,19,134,7.05,15,37,40.54,15,33,45.45,21,95.2,4.53,"No",2005,9,"4DA12656-6887-4BB2-8F0A-7494569065C9","TH-PLER0140",8.24,0.001945,0.0464,8.76,3.53,19.715,0.05,3.575,0.0995,2.005,95.7,NA,NA,NA,"4DA12656-6887-4BB2-8F0A-7494569065C9",88,505,2,4,26,3,11,0,11,35,25,688,3,37
"25",599,"THAMES - WEST","COLN","RIVER: Natural/semi-natural flowing fresh watercourse","COLN",35049,1,"SP",3183,15288,"SP0318315288","GB106039029990",145,3.5,13.46,4,2.9,26.67,4,49,33,13,184,NA,NA,NA,"1995-01-01","1991-01-14","2008-10-23",14,FALSE,1,6570,"COLN","SP0318315288",509743,1,"",2005-10-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",505358,"2005-11-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,75,5.36,18,100.2,5.57,8,17,2.13,5,3,5,10.63,14,77,5.5,6.5,8.95,72.63,3.5,5.43,64.46,15,109,7.27,14,107,7.64,13,23,56.52,17,28,60.71,18,98.7,5.48,"No",2005,10,"0D19654D-3927-4701-8B36-7DD10531252A","TH-PUTR0040",7.9175,0.0006775,0.020875,9.885,7.9425,15.8225,0.03,7.9625,0.111,1.01,99.9,26.5,NA,NA,"0D19654D-3927-4701-8B36-7DD10531252A",13,384,0,25,45,2,40,0,40,82,29,634,6,85
"26",637,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","HARCOURT BROOK",35136,1,"SP",42514,6568,"SP4251406568","GB106039030310",63,1.6,1.8,1,2.7,10.53,2,5,5,88,252,NA,NA,NA,"1995-01-01","1990-05-24","2015-09-17",18,FALSE,1,6856,"HARCOURT BROOK","SP4251406568",508238,1,"",2005-11-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",507227,"2006-01-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,62,3.88,19,72.6,3.82,16,21,1.31,1,3,3,3.94,13,45,3.46,0.5,7.71,6.49,0.75,5.37,13.97,15,85,5.67,18,103,5.72,1,43,2.33,3,32,9.38,19,76.2,4.01,"No",2005,11,"E8860B09-5D84-4628-9F67-AD764CD8A6D0","TH-PTHR0216",7.5975,0.0184625,0.24925,4.975,7.7075,16.925,1.208,7.955,2.405,1.74,51.325,NA,NA,NA,"E8860B09-5D84-4628-9F67-AD764CD8A6D0",110,30,0,14,5,1,0,0,84,572,28,844,1,5
"27",638,"THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","FROXFIELD STREAM",35137,1,"SU",30305,67945,"SU3030567945","GB106039017430",108,3.6,3.23,1,2.9,31,13,40,27,20,252,NA,NA,NA,"1995-01-01","1990-06-01","2016-10-18",20,FALSE,1,6869,"FROXFIELD STREAM","SU3030567945",509341,1,"",2005-10-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",504834,"2005-11-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,120,5,28,144.7,5.17,23,47,2.04,5,5,5,10.22,21,99,4.71,14.88,19.89,74.81,7.28,9.96,73.09,24,174,7.25,29,218,7.52,34,57,59.65,31,55,56.36,28,144,5.14,"No",2005,10,"ECCA6042-1C23-4DFE-A272-C2A7A673A4EC","TH-PKER0150",7.796,0.00046,0.01872,9.47,5.126,13.71,0.03,5.142,0.1118,1,91.52,NA,NA,NA,"ECCA6042-1C23-4DFE-A272-C2A7A673A4EC",151,945,0,29,371,0,38,0,313,45,43,1922,10,409
"28",643,"THAMES - WEST","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","MARCHAM BROOK",35143,1,"SU",42663,98795,"SU4266398795","GB106039023420",68,3.3,8.5,1,2.2,39,1,6,23,70,256,NA,NA,NA,"1995-01-01","1995-03-08","2013-10-24",16,FALSE,1,6903,"MARCHAM BROOK","SU4266398795",507391,1,"",2005-10-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",506422,"2006-01-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,42,3.5,14,48.5,3.46,12,17,1.42,1,1,1,1.42,7,22,3.14,1.5,5.03,29.82,0.75,3.43,21.87,10,63,6.3,13,78,6,3,30,10,5,24,20.83,14,52,3.71,"No",2005,10,"2880130C-8135-43D4-98F3-FA550FB18E72","TH-POCR0010",7.86,0.002525,0.1239,7.57,20.8,16.595,0.109,20.95,3.235,2.09,77.9,NA,NA,NA,"2880130C-8135-43D4-98F3-FA550FB18E72",114,136,6,0,0,0,5,0,30,130,22,424,1,5
"29",676,"THAMES - WEST","PANG AND SUL","RIVER: Natural/semi-natural flowing fresh watercourse","SUL",35262,1,"SU",64522,76792,"SU6452276792","GB106039030331",39,0.3,5.96,1,2.8,31.67,3,15,20,62,250,NA,NA,NA,"1995-01-01","1990-04-25","2014-10-30",23,FALSE,1,7196,"SUL","SU6452276792",511306,1,"",2005-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",507963,"2006-01-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",9,29,3.22,9,23.9,2.66,5,7,1.4,1,1,1,1.4,4,14,3.5,NA,2.94,0,NA,2.42,0,7,37,5.29,7,38,5.43,NA,16,0,NA,16,0,9,26.5,2.94,"No",2005,10,"BA9186AF-BC3A-4F2F-86F4-8EA77C5CF9DD","TH-PPSR0007",7.465,0.0129175,0.5095,5.5775,19.05,19.3875,1.25125,19.55,1.29,2.4025,60.75,NA,NA,NA,"BA9186AF-BC3A-4F2F-86F4-8EA77C5CF9DD",75,203,5,0,0,0,0,0,57,62,9,402,0,0
"30",684,"THAMES - WEST","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","MARCHAM BROOK",35272,1,"SU",45530,96122,"SU4553096122","GB106039023420",55,1.4,13.4,1,2.3,17.67,8,27,38,27,247,NA,NA,NA,"1995-01-01","1990-04-24","2013-09-03",25,FALSE,1,7272,"MARCHAM BROOK","SU4553096122",507395,1,"",2005-10-14,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",507942,"2005-10-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",28,152,5.43,30,164.7,5.49,26,39,1.5,5,7,7,10.5,24,126,5.25,9.26,18.92,48.94,4.77,10.84,44,27,185,6.85,31,213,6.87,18,56,32.14,20,49,40.82,30,168.3,5.61,"No",2005,10,"CCE44816-12A8-42E4-B60D-5BAF9748B58B","TH-POCR0011",7.98,0.00083,0.0241,8.81,12.2,14.17,0.035,12.2,1.92,1.28,86,NA,NA,NA,"CCE44816-12A8-42E4-B60D-5BAF9748B58B",39,31,0,55,15,1,33,0,9,88,39,273,9,48
